,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層1,7.0,低層,1,4251402,10602,401,379,4,NMOS
18.0/F中層1,18.0,中層,1,4713354,11754,401,388,4,NMOS
28.0/F高層1,28.0,高層,1,4799569,11969,401,358,4,NMOS
7.0/F低層10,7.0,低層,10,5796502,10463,554,301,5,NMOS
18.0/F中層10,18.0,中層,10,6116714,11041,554,339,5,NMOS
28.0/F高層10,28.0,高層,10,6646338,11997,554,339,5,NMOS
7.0/F低層2,7.0,低層,2,7064685,10953,645,288,5,NMOS
18.0/F中層2,18.0,中層,2,7439430,11534,645,338,5,NMOS
28.0/F高層2,28.0,高層,2,7779990,12062,645,340,5,NMOS
7.0/F低層3,7.0,低層,3,4156766,10366,401,336,4,NMOS
18.0/F中層3,18.0,中層,3,4953553,12353,401,321,3,NMOS
28.0/F高層3,28.0,高層,3,5081071,12671,401,396,4,NMOS
7.0/F低層4,7.0,低層,4,5796502,10463,554,301,5,NMOS
18.0/F中層4,18.0,中層,4,6116714,11041,554,339,5,NMOS
28.0/F高層4,28.0,高層,4,6646338,11997,554,339,5,NMOS
7.0/F低層5,7.0,低層,5,5796502,10463,554,301,5,NMOS
18.0/F中層5,18.0,中層,5,6116714,11041,554,339,5,NMOS
28.0/F高層5,28.0,高層,5,6646338,11997,554,339,5,NMOS
7.0/F低層6,7.0,低層,6,4240174,10574,401,330,4,NMOS
18.0/F中層6,18.0,中層,6,4790747,11947,401,387,4,NMOS
28.0/F高層6,28.0,高層,6,4991648,12448,401,392,4,NMOS
7.0/F低層7,7.0,低層,7,7018890,10882,645,319,4,NMOS
18.0/F中層7,18.0,中層,7,7392345,11461,645,372,4,NMOS
28.0/F高層7,28.0,高層,7,7714845,11961,645,331,3,NMOS
7.0/F低層8,7.0,低層,8,4665635,11635,401,361,4,NMOS
18.0/F中層8,18.0,中層,8,4867338,12138,401,375,4,NMOS
28.0/F高層8,28.0,高層,8,4877764,12164,401,360,3,NMOS
7.0/F低層9,7.0,低層,9,5796502,10463,554,301,5,NMOS
18.0/F中層9,18.0,中層,9,6116714,11041,554,339,5,NMOS
28.0/F高層9,28.0,高層,9,6646338,11997,554,339,5,NMOS
