,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
7.0,545,545,435,543,427,652,435,432,435,545,652,425,435,435,545,543,435,427
18.0,540,428,432,543,540,647,422,432,428,543,647,425,432,432,545,543,435,431
30.0,540,428,428,540,540,642,422,428,428,429,647,422,428,428,429,540,435,422
