,A,B,C,D,E,F,G,H
9.0,12502,11724,11784,11852,12765,11707,12150,11778
20.0,12383,12418,12394,12463,13916,12403,12726,12394
31.0,12969,13005,12982,12950,12827,12989,13228,12984
