,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層1,7.0,低層,1,4479571,11171,401
18.0/F中層1,18.0,中層,1,4635961,11561,401
29.0/F高層1,29.0,高層,1,5027337,12537,401
7.0/F低層10,7.0,低層,10,6224190,11235,554
18.0/F中層10,18.0,中層,10,6711710,12115,554
29.0/F高層10,29.0,高層,10,6547726,11819,554
7.0/F低層2,7.0,低層,2,6617700,10260,645
18.0/F中層2,18.0,中層,2,6855060,10628,645
29.0/F高層2,29.0,高層,2,7140150,11070,645
7.0/F低層3,7.0,低層,3,4473155,11155,401
18.0/F中層3,18.0,中層,3,4696913,11713,401
29.0/F高層3,29.0,高層,3,4844080,12080,401
7.0/F低層4,7.0,低層,4,6243026,11269,554
18.0/F中層4,18.0,中層,4,6753814,12191,554
29.0/F高層4,29.0,高層,4,6557698,11837,554
7.0/F低層5,7.0,低層,5,5864644,10586,554
18.0/F中層5,18.0,中層,5,6168790,11135,554
29.0/F高層5,29.0,高層,5,6446898,11637,554
7.0/F低層6,7.0,低層,6,4550548,11348,401
18.0/F中層6,18.0,中層,6,4842476,12076,401
29.0/F高層6,29.0,高層,6,5019718,12518,401
7.0/F低層7,7.0,低層,7,7454265,11557,645
18.0/F中層7,18.0,中層,7,7854165,12177,645
29.0/F高層7,29.0,高層,7,7696140,11932,645
7.0/F低層8,7.0,低層,8,4619921,11521,401
18.0/F中層8,18.0,中層,8,4950746,12346,401
29.0/F高層8,29.0,高層,8,5105131,12731,401
7.0/F低層9,7.0,低層,9,6243026,11269,554
18.0/F中層9,18.0,中層,9,6753814,12191,554
29.0/F高層9,29.0,高層,9,6557698,11837,554
