,11,12,13,14,15,17,18,20,21,22,23,24,4,7,9
10.0,443,529,449,443,443,485,443,489,489,443,443,381,489,443,485
20.0,443,529,449,443,443,485,443,489,489,443,443,381,489,443,485
29.0,443,529,449,443,443,485,443,489,489,443,443,381,489,443,485
