,1,2,3,4,5,6,7,8
9.0,6225208,6225208,6225208,6225208,6225208,6225208,6274532,6069448
22.0,6551655,6551655,6393299,6623045,6551655,6551655,6598383,6415365
34.0,6595787,6595787,6595787,6559443,6595787,6595787,6748302,6511417
