,A,B,C,D,E,F,G,H,J,K
6.0,6766480,6695752,6054580,6683635,4582823,4571847,4927115,4917924,4958568,4530816
14.0,7059052,6988485,6218010,6972805,4771601,4705470,5130330,5120720,5048360,4580634
23.0,6771898,7318914,6489410,6689585,4919003,4896864,5354400,5344328,5282600,4793453
