,A,B,C,D,E,F,G,H,J,K
7.0,11731,11792,12447,11747,11804,11804,11819,12195,11849,11191
16.0,12261,12326,13183,12274,10523,12339,12378,12899,12280,11814
25.0,12765,13376,13740,11463,10884,13207,12844,13381,13111,12248
