,11,13,14,15,17,18,20,3,5,7,9
8.0,2581361,2890275,2904308,2904308,3030280,2904308,2977521,2963979,3051849,2923830,3008455
19.0,2694326,2921870,2910510,2910510,3149590,2910510,3094392,2967603,3172143,2941510,3133585
29.0,2809949,3042910,3031006,3031006,3277630,3031006,3222021,3089913,3301239,3062618,3262595
