,A,B,C,D,E,F,G,H,J,K
7.0,10484,10484,10484,10482,10956,10553,10484,10369,10707,10958
18.0,11029,11029,11029,11026,11608,11068,11029,10825,11258,11604
29.0,11532,11532,11532,11529,12110,11593,11532,11485,11642,12104
