,1,10,12,13,14,16,18,2,4,5,9
9.0,4023326,5505786,4012251,4023326,3718640,3897025,4023326,3753750,2818475,3789940,3719573
18.0,4179262,5719272,4168630,4179262,2741416,4043138,4179262,3898875,2931214,2797410,2931214
26.0,4318364,5909436,4309061,4318364,2835416,3031743,4318364,4027875,3031743,2892890,3031743
