,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層A,4.0,低層,A,,,
10.0/F中層A,10.0,中層,A,,,
16.0/F高層A,16.0,高層,A,,,
4.0/F低層B,4.0,低層,B,,,
10.0/F中層B,10.0,中層,B,,,
16.0/F高層B,16.0,高層,B,,,
4.0/F低層C,4.0,低層,C,,,
10.0/F中層C,10.0,中層,C,,,
16.0/F高層C,16.0,高層,C,,,
4.0/F低層D,4.0,低層,D,,,
10.0/F中層D,10.0,中層,D,,,
16.0/F高層D,16.0,高層,D,,,
4.0/F低層E,4.0,低層,E,2907095,6745,431
10.0/F中層E,10.0,中層,E,2986830,6930,431
16.0/F高層E,16.0,高層,E,3066565,7115,431
4.0/F低層F,4.0,低層,F,3210737,6703,479
10.0/F中層F,10.0,中層,F,3298873,6887,479
16.0/F高層F,16.0,高層,F,3386530,7070,479
4.0/F低層G,4.0,低層,G,,,
10.0/F中層G,10.0,中層,G,,,
16.0/F高層G,16.0,高層,G,,,
4.0/F低層H,4.0,低層,H,,,
10.0/F中層H,10.0,中層,H,,,
16.0/F高層H,16.0,高層,H,,,
4.0/F低層J,4.0,低層,J,3241832,6698,484
10.0/F中層J,10.0,中層,J,3330888,6882,484
16.0/F高層J,16.0,高層,J,3419944,7066,484
4.0/F低層K,4.0,低層,K,4264683,9759,437
10.0/F中層K,10.0,中層,K,4378740,10020,437
16.0/F高層K,16.0,高層,K,4492360,10280,437
