,11,12,14,16,18,2,4,5,6,7,8,9
10.0,7475,7015,7451,6109,7081,7475,5934,5969,6841,6711,7451,5951
20.0,6281,6337,6259,6425,7347,6281,6206,6244,6224,6446,6259,6243
29.0,6534,6608,6510,6710,7267,6534,6621,6495,6495,6713,6510,6660
