,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層1,7.0,低層,1,6127860,9635,636
20.0/F中層1,20.0,中層,1,6160932,9687,636
32.0/F高層1,32.0,高層,1,6517725,10105,645
7.0/F低層10,7.0,低層,10,6098952,10216,597
20.0/F中層10,20.0,中層,10,5889405,9865,597
32.0/F高層10,32.0,高層,10,6387428,10628,601
7.0/F低層11,7.0,低層,11,6098155,10249,595
20.0/F中層11,20.0,中層,11,6369990,10670,597
32.0/F高層11,32.0,高層,11,6639848,11048,601
7.0/F低層12,7.0,低層,12,5534613,10423,531
20.0/F中層12,20.0,中層,12,5898910,11026,535
32.0/F高層12,32.0,高層,12,6384155,11933,535
7.0/F低層13,7.0,低層,13,5486292,10332,531
20.0/F中層13,20.0,中層,13,5764605,10695,539
32.0/F高層13,32.0,高層,13,6068062,11258,539
7.0/F低層14,7.0,低層,14,4416104,10318,428
20.0/F中層14,20.0,中層,14,4672904,10918,428
32.0/F高層14,32.0,高層,14,4994784,11562,432
7.0/F低層15,7.0,低層,15,4420812,10329,428
20.0/F中層15,20.0,中層,15,4659972,10812,431
32.0/F高層15,32.0,高層,15,4948992,11456,432
7.0/F低層16,7.0,低層,16,6139944,9654,636
20.0/F中層16,20.0,中層,16,6325760,9884,640
32.0/F高層16,32.0,高層,16,6920205,10729,645
7.0/F低層2,7.0,低層,2,5187805,8719,595
20.0/F中層2,20.0,中層,2,5618585,9443,595
32.0/F高層2,32.0,高層,2,6416276,10676,601
7.0/F低層3,7.0,低層,3,6078520,10216,595
20.0/F中層3,20.0,中層,3,6523419,10927,597
32.0/F高層3,32.0,高層,3,6805123,11323,601
7.0/F低層4,7.0,低層,4,5486292,10332,531
20.0/F中層4,20.0,中層,4,5195920,9712,535
32.0/F高層4,32.0,高層,4,5458992,10128,539
7.0/F低層5,7.0,低層,5,4623948,8708,531
20.0/F中層5,20.0,中層,5,4858335,9081,535
32.0/F高層5,32.0,高層,5,5257945,9755,539
7.0/F低層6,7.0,低層,6,4440500,10375,428
20.0/F中層6,20.0,中層,6,4666868,10828,431
32.0/F高層6,32.0,高層,6,4950466,11486,431
7.0/F低層7,7.0,低層,7,4487580,10485,428
20.0/F中層7,20.0,中層,7,4731949,10979,431
32.0/F高層7,32.0,高層,7,5025456,11633,432
7.0/F低層8,7.0,低層,8,5991120,9420,636
20.0/F中層8,20.0,中層,8,6241280,9752,640
32.0/F高層8,32.0,高層,8,6775080,10504,645
7.0/F低層9,7.0,低層,9,5931972,9327,636
20.0/F中層9,20.0,中層,9,6216320,9713,640
32.0/F高層9,32.0,高層,9,6353250,9850,645
