,1,10,11,12,13,14,15,16,17,18,3,4,5,6,7,8,9
7.0,5657645,4419165,4399920,4834150,5657645,6487469,4494602,4730625,4388715,5665662,4457880,4586112,4438305,5778635,5657645,6814851,4374615
18.0,6096261,5124444,4511808,5393520,6064740,6742387,4586600,4965408,4495824,6102777,4455275,4853952,4200336,6076713,6116535,6884080,4510401
30.0,5466960,5063668,5014448,5611680,5665680,6775668,4670274,5209188,4732396,5933520,4997746,4971220,4423808,6345540,5665680,6968837,4897310
