,A,B,C,D,E,F,G,H,J,K
7.0,5428445,5936265,6712890,6807510,6044544,5574554,6759060,6771600,6771600,6919230
16.0,5659892,6263964,6932340,7079970,6257286,5815052,7029240,7041780,7041780,7041780
24.0,5865048,6395139,7175160,7322790,6466689,6027535,7264650,7276620,7276620,7276620
