,A,B,C,D,E,F,G,H,J,K
8.0,4135712,4128135,4231024,4070506,3074754,3429140,4006064,4135712,3338814,3074754
19.0,4342320,4334985,4424016,4273973,3228621,3600960,4214448,4342320,3521492,3228621
30.0,4549520,4541244,4625296,4477440,3382488,3772780,4419872,4549520,3688746,3382488
