,A,B,C,D,E,F,G
8.0,10675575,6979401,7051500,6650991,7128580,9130550,10019430
18.0,10365750,7253509,7380000,7534861,7499250,9549540,10495440
27.0,10767375,7630654,7727000,7462687,7711855,9934210,10904112
