,subjFloor,floorLv,unitNo,price,npsf,nfa
14.0/F低層A,14.0,低層,A,11444123,14359,797
30.0/F中層A,30.0,中層,A,12132731,15223,797
57.0/F高層A,57.0,高層,A,17152296,17756,966
14.0/F低層B,14.0,低層,B,10503200,15200,691
30.0/F中層B,30.0,中層,B,11533680,15440,747
57.0/F高層B,57.0,高層,B,12990330,17390,747
14.0/F低層C,14.0,低層,C,7940520,14385,552
30.0/F中層C,30.0,中層,C,16849371,16093,1047
57.0/F高層C,57.0,高層,C,19490952,18616,1047
14.0/F低層D,14.0,低層,D,11379480,14260,798
30.0/F中層D,30.0,中層,D,11881422,14889,798
57.0/F高層D,57.0,高層,D,14021658,17571,798
14.0/F低層E,14.0,低層,E,7991228,13922,574
30.0/F中層E,30.0,中層,E,8479702,14773,574
57.0/F高層E,57.0,高層,E,9952437,17369,573
14.0/F低層F,14.0,低層,F,9293900,13277,700
30.0/F中層F,30.0,中層,F,9968700,14241,700
57.0/F高層F,57.0,高層,F,12336600,17725,696
14.0/F低層G,14.0,低層,G,10199000,14570,700
30.0/F中層G,30.0,中層,G,10150000,14500,700
57.0/F高層G,57.0,高層,G,10858296,15601,696
14.0/F低層H,14.0,低層,H,8055516,14034,574
30.0/F中層H,30.0,中層,H,8511272,14828,574
57.0/F高層H,57.0,高層,H,9214986,16082,573
