,1,11,13,16,3,4,5,7
8.0,5582,5237,5584,5505,5600,5575,5219,5634
19.0,5877,5497,5877,5798,5887,5874,5478,6129
29.0,6195,5733,6194,6108,6188,6192,5713,6467
