,1,10,3,4,5,6,7,8,9
7.0,4281477,6079042,4652803,6225852,6225852,4439471,6778950,4439471,6225852
19.0,4570598,6410334,4939919,6570994,6570994,4685685,7191750,4685685,6570994
30.0,4839268,6722790,5201772,6887882,6887882,4911849,7536825,4911849,6887882
