,11,12,17,2,21,26,27,32,35,38,43,5,51,9
6.0,10697,10068,10580,10579,10608,10168,10580,10761,10377,10610,10748,10427,10340,10608
11.0,11237,10605,11012,10989,11180,10791,11012,11207,10982,11144,11194,10664,11012,11180
17.0,11431,11350,11321,11296,11350,11111,11321,11486,11289,11326,11474,10973,11321,11350
