,A,B,C,D,E,F,G,H,J,K
7.0,6944752,6697856,5364657,6672296,6987968,6987968,5708577,5256045,5723067,6513162
16.0,7258512,7001168,5681873,6971632,6229616,7304688,5978574,5559469,5931240,6875748
25.0,7556880,7597568,5921940,6510984,6443328,7818544,6203652,5767211,6332613,7128336
