,A,B,C,D,E,F,G,H,J,K
7.0,10229,10228,10106,10226,10918,10382,10229,10229,10570,11181
18.0,10801,10800,10717,10798,11618,11042,10801,10801,11167,11715
28.0,11306,11305,11221,11303,12140,11533,11306,11306,11720,12231
