,1,11,12,13,14,15,16,17,18,19,2,9
7.0,3173170,3025026,2795855,2882590,2872176,2663571,2597742,2601452,2694051,2596216,3174535,1920155
18.0,3316040,3173700,2924505,3020370,3002768,2797683,2729076,2735754,2825496,2804760,3331055,2038732
29.0,3456635,3276792,3061040,3157735,3146504,2885313,2859297,2849651,2922651,2937256,3471650,2109765
