,11,12,13,14,15,17,18,20,21,22,23,24,4,7,9
10.0,5174,5528,5584,5174,5174,5567,5174,5653,5550,5185,5186,5186,5564,5169,5567
20.0,5394,5691,5389,5394,5394,5789,5394,5868,5774,5392,5406,5408,6269,5402,5789
29.0,5620,5909,5615,5620,5620,5946,5620,6092,5994,5598,5608,5604,5949,5606,5950
