,1,2,3,4,5,6,7,8
11.0,8582040,5856569,6067714,7581024,7506576,5920420,6081240,7883424
24.0,9035136,6065620,6223019,7962240,7761072,6133974,6186334,8215434
37.0,9141156,6398566,6518622,8234160,8211456,6428686,6453370,8757810
