,A,B,C,D,E,F,G,H
6.0,14776,15670,15472,14947,14566,15656,15290,14508
14.0,15306,15986,15890,15512,15147,16194,15842,15109
22.0,15894,16542,16415,16073,15732,16449,16276,15614
