,A,B,C,D,E,F,G
5.0,11151573,6686640,8313248,7122952,7666974,8677458,11223531
12.0,11732530,7025856,8175224,7587400,8766387,9867672,11808918
18.0,12243452,7369956,9141960,7948952,9121329,10305702,12319407
