,A,B,C,D,E,F,G,H,J,K
9.0,11839268,11894883,7411500,17835278,12335330,11759381,16861297,7190250,11864589,12407637
20.0,12238031,12416613,7933500,18850008,12777848,12261577,18298698,7491375,12352098,12960222
30.0,12360559,12725163,7940625,19462841,13383073,13112833,17940746,7864500,12963027,13359654
