,A,B,C,D,E,F,G,H
14.0,15027,16572,17617,17340,16411,16674,17210,16967
32.0,17381,16627,19204,18382,17209,17871,17692,18351
52.0,19271,18526,21700,19931,19459,23596,19482,19317
