,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,7253475,17067,425,90,1,KNCW
16.0/F中層A,16.0,中層,A,7604100,17892,425,92,1,KNCW
26.0/F高層A,26.0,高層,A,7955150,18718,425,82,1,KNCW
6.0/F低層C,6.0,低層,C,13403346,19653,682,68,1,KNCW
16.0/F中層C,16.0,中層,C,12944640,20226,640,73,1,KNCW
26.0/F高層C,26.0,高層,C,14699828,21554,682,60,1,KNCW
6.0/F低層D,6.0,低層,D,12347520,19293,640,71,1,KNCW
16.0/F中層D,16.0,中層,D,12944640,20226,640,73,1,KNCW
26.0/F高層D,26.0,高層,D,14699828,21554,682,60,1,KNCW
6.0/F低層E,6.0,低層,E,7167813,17189,417,137,1,KNCW
16.0/F中層E,16.0,中層,E,7514340,18020,417,140,1,KNCW
26.0/F高層E,26.0,高層,E,7955150,18718,425,123,1,KNCW
6.0/F低層F,6.0,低層,F,7253475,17067,425,90,1,KNCW
16.0/F中層F,16.0,中層,F,7422941,18149,409,94,1,KNCW
26.0/F高層F,26.0,高層,F,7765274,18986,409,84,1,KNCW
6.0/F低層G,6.0,低層,G,12347520,19293,640,71,1,KNCW
16.0/F中層G,16.0,中層,G,12944640,20226,640,73,1,KNCW
26.0/F高層G,26.0,高層,G,13541760,21159,640,63,1,KNCW
6.0/F低層H,6.0,低層,H,12347520,19293,640,71,1,KNCW
16.0/F中層H,16.0,中層,H,12944640,20226,640,73,1,KNCW
26.0/F高層H,26.0,高層,H,13541760,21159,640,63,1,KNCW
