,A,B,C,D,E,F,G,H,J,K
7.0,10329,11215,10737,12434,12715,11560,10842,10821,12212,11967
18.0,10890,11353,11305,12752,13435,12289,11013,11246,12351,12555
30.0,11507,11700,11749,13555,13718,12647,11567,11318,13099,13187
