,1,2,3,4,5,6,7,8
6.0,12937,11609,11705,11705,12988,12504,13118,12597
14.0,13437,12130,12125,12125,13095,13037,13639,13083
21.0,13156,12582,12479,12479,13054,13094,13826,13094
