,1,10,2,3,4,5,6,7,8,9
7.0,5350944,6891760,8368875,4563380,6915028,6891760,4627139,8368875,4690096,6891760
18.0,5654501,7238564,8787480,4797564,7269588,7238564,4983628,8787480,4929894,7238564
28.0,5915552,7556560,9170610,5012099,7592016,7556560,5079868,9170610,5148840,7556560
