,1,2,3,4,5,6,7,8
3.0,4247950,3640485,3148875,3879030,3651940,3599960,1746000,
6.0,4330100,3706980,3206385,3954205,3721860,4195660,1781760,
10.0,4439810,3793935,3281310,4054115,3812480,3752220,1829280,1925250
