,1,10,11,13,14,15,16,2,3,4,6,7,8
3.0,5787782,5284644,5381955,4773690,3735823,3682875,5787782,5381955,5337777,4588902,3710850,3700554,5787782
8.0,5957224,5442849,5494788,4940424,3799873,3799873,5957224,5494788,5494788,4734927,3827967,3817671,5957224
12.0,6098638,5574189,5626128,5078484,3894667,3894667,6098638,5626128,5626128,4853871,3923205,3912909,6098638
