,A,B,C,D,E,F,G
11.0,6486705,7857003,4885847,5009850,4989870,7100764,5710515
22.0,6986691,7450223,5253301,5306850,5167800,7606060,6278525
33.0,7446492,9087276,5498898,5568480,5269860,7989388,6553050
