,subjFloor,floorLv,unitNo,price,npsf,nfa
3.0/F低層A,3.0,低層,A,5513024,14432,382
7.0/F中層A,7.0,中層,A,5657420,14810,382
11.0/F高層A,11.0,高層,A,5773166,15113,382
3.0/F低層B,3.0,低層,B,5950840,14035,424
7.0/F中層B,7.0,中層,B,6155632,14518,424
11.0/F高層B,11.0,高層,B,6309120,14880,424
3.0/F低層C,3.0,低層,C,5481048,12927,424
7.0/F中層C,7.0,中層,C,5629448,13277,424
11.0/F高層C,11.0,高層,C,5782936,13639,424
3.0/F低層D,3.0,低層,D,5937228,14036,423
7.0/F中層D,7.0,中層,D,6141114,14518,423
11.0/F高層D,11.0,高層,D,6294240,14880,423
3.0/F低層E,3.0,低層,E,5937228,14036,423
7.0/F中層E,7.0,中層,E,6141114,14518,423
11.0/F高層E,11.0,高層,E,5743917,13579,423
3.0/F低層F,3.0,低層,F,5785904,13646,424
7.0/F中層F,7.0,中層,F,5921584,13966,424
11.0/F高層F,11.0,高層,F,6192944,14606,424
3.0/F低層G,3.0,低層,G,5915442,14118,419
7.0/F中層G,7.0,中層,G,6109858,14582,419
11.0/F高層G,11.0,高層,G,6261536,14944,419
3.0/F低層H,3.0,低層,H,5370920,14060,382
7.0/F中層H,7.0,中層,H,5579492,14606,382
11.0/F高層H,11.0,高層,H,5717776,14968,382
