,11,12,13,14,15,18,21,24,27,29,35,36,4,41,5,6,8
8.0,277,277,277,277,277,277,284,277,277,277,277,277,277,231,277,277,277
14.0,277,277,277,277,277,277,284,277,277,277,277,277,277,231,277,277,277
19.0,277,277,277,277,277,277,284,277,277,277,277,277,277,231,277,277,277
