,subjFloor,floorLv,unitNo,price,npsf,nfa
3.0/F低層A,3.0,低層,A,3501600,11672,300
6.0/F中層A,6.0,中層,A,3609300,12031,300
10.0/F高層A,10.0,高層,A,3705000,12350,300
3.0/F低層B,3.0,低層,B,3240900,10803,300
6.0/F中層B,6.0,中層,B,3421200,11404,300
10.0/F高層B,10.0,高層,B,3513300,11711,300
3.0/F低層C,3.0,低層,C,2920110,12426,235
6.0/F中層C,6.0,中層,C,2977920,12672,235
10.0/F高層C,10.0,高層,C,3777249,12549,301
3.0/F低層D,3.0,低層,D,2951600,12560,235
6.0/F中層D,6.0,中層,D,2998600,12760,235
10.0/F高層D,10.0,高層,D,3087665,13139,235
3.0/F低層E,3.0,低層,E,3137070,11838,265
6.0/F中層E,6.0,中層,E,3276195,12363,265
10.0/F高層E,10.0,高層,E,3281495,12383,265
3.0/F低層F,3.0,低層,F,3238565,12221,265
6.0/F中層F,6.0,中層,F,3302960,12464,265
10.0/F高層F,10.0,高層,F,3387495,12783,265
