,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層11,8.0,低層,11,1670033,6029,277,337,4,KCSW
14.0/F中層11,14.0,中層,11,1765598,6374,277,358,4,KCSW
19.0/F高層11,19.0,高層,11,1824876,6588,277,363,4,KCSW
8.0/F低層12,8.0,低層,12,1681113,6069,277,373,4,KCSW
14.0/F中層12,14.0,中層,12,1756457,6341,277,394,4,KCSW
19.0/F高層12,19.0,高層,12,1814073,6549,277,393,4,KCSW
8.0/F低層13,8.0,低層,13,1669202,6026,277,333,4,KCSW
14.0/F中層13,14.0,中層,13,1744823,6299,277,351,4,KCSW
19.0/F高層13,19.0,高層,13,1801885,6505,277,349,4,KCSW
8.0/F低層14,8.0,低層,14,1636793,5909,277,391,4,KCSW
14.0/F中層14,14.0,中層,14,1693024,6112,277,328,3,KCSW
19.0/F高層14,19.0,高層,14,1748978,6314,277,329,3,KCSW
8.0/F低層15,8.0,低層,15,1589703,5739,277,367,4,KCSW
14.0/F中層15,14.0,中層,15,1676958,6054,277,389,4,KCSW
19.0/F高層15,19.0,高層,15,1733743,6259,277,385,4,KCSW
8.0/F低層18,8.0,低層,18,1669479,6027,277,375,4,KCSW
14.0/F中層18,14.0,中層,18,1744269,6297,277,395,4,KCSW
19.0/F高層18,19.0,高層,18,1801331,6503,277,394,4,KCSW
8.0/F低層21,8.0,低層,21,1693208,5962,284,339,4,KCSW
14.0/F中層21,14.0,中層,21,1788632,6298,284,360,4,KCSW
19.0/F高層21,19.0,高層,21,1848556,6509,284,366,4,KCSW
8.0/F低層24,8.0,低層,24,1669202,6026,277,333,4,KCSW
14.0/F中層24,14.0,中層,24,1744823,6299,277,351,4,KCSW
19.0/F高層24,19.0,高層,24,1801885,6505,277,349,4,KCSW
8.0/F低層27,8.0,低層,27,1669202,6026,277,333,4,KCSW
14.0/F中層27,14.0,中層,27,1744823,6299,277,351,4,KCSW
19.0/F高層27,19.0,高層,27,1801885,6505,277,349,4,KCSW
8.0/F低層29,8.0,低層,29,1669202,6026,277,333,4,KCSW
14.0/F中層29,14.0,中層,29,1744823,6299,277,351,4,KCSW
19.0/F高層29,19.0,高層,29,1801885,6505,277,349,4,KCSW
8.0/F低層35,8.0,低層,35,1656737,5981,277,373,4,KCSW
14.0/F中層35,14.0,中層,35,1747870,6310,277,394,4,KCSW
19.0/F高層35,19.0,高層,35,1804932,6516,277,391,4,KCSW
8.0/F低層36,8.0,低層,36,1669202,6026,277,333,4,KCSW
14.0/F中層36,14.0,中層,36,1739560,6280,277,328,3,KCSW
19.0/F高層36,19.0,高層,36,1801885,6505,277,349,4,KCSW
8.0/F低層4,8.0,低層,4,1669756,6028,277,376,4,KCSW
14.0/F中層4,14.0,中層,4,1736236,6268,277,385,4,KCSW
19.0/F高層4,19.0,高層,4,1792467,6471,277,379,4,KCSW
8.0/F低層41,8.0,低層,41,1432662,6202,231,354,5,KCSW
14.0/F中層41,14.0,中層,41,1491336,6456,231,303,4,KCSW
19.0/F高層41,19.0,高層,41,1540308,6668,231,301,4,KCSW
8.0/F低層5,8.0,低層,5,1642610,5930,277,349,4,KCSW
14.0/F中層5,14.0,中層,5,1734851,6263,277,370,4,KCSW
19.0/F高層5,19.0,高層,5,1792190,6470,277,375,4,KCSW
8.0/F低層6,8.0,低層,6,1669202,6026,277,333,4,KCSW
14.0/F中層6,14.0,中層,6,1744823,6299,277,351,4,KCSW
19.0/F高層6,19.0,高層,6,1801885,6505,277,349,4,KCSW
8.0/F低層8,8.0,低層,8,1669202,6026,277,333,4,KCSW
14.0/F中層8,14.0,中層,8,1744823,6299,277,351,4,KCSW
19.0/F高層8,19.0,高層,8,1801885,6505,277,349,4,KCSW
