,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,3968370,12598,315
9.0/F中層A,9.0,中層,A,4047120,12848,315
12.0/F高層A,12.0,高層,A,4112640,13056,315
6.0/F低層B,6.0,低層,B,4073328,12572,324
9.0/F中層B,9.0,中層,B,4153680,12820,324
12.0/F高層B,12.0,高層,B,4234356,13069,324
6.0/F低層C,6.0,低層,C,4073328,12572,324
9.0/F中層C,9.0,中層,C,4119714,12834,321
12.0/F高層C,12.0,高層,C,4199643,13083,321
6.0/F低層D,6.0,低層,D,3972465,12611,315
9.0/F中層D,9.0,中層,D,4051215,12861,315
12.0/F高層D,12.0,高層,D,4129650,13110,315
6.0/F低層E,6.0,低層,E,4385500,12530,350
9.0/F中層E,9.0,中層,E,4471950,12777,350
12.0/F高層E,12.0,高層,E,4558750,13025,350
6.0/F低層F,6.0,低層,F,4171300,11918,350
9.0/F中層F,9.0,中層,F,4253550,12153,350
12.0/F高層F,12.0,高層,F,4329500,12370,350
