,1,2,3,4,5,6,7,8
4.0,12155,11861,12322,12065,12021,12383,12393,12350
6.0,12312,12480,12482,12222,10675,12544,12555,12511
9.0,12566,12601,10430,12457,10888,12786,12799,12753
