,A,B,C,D,E,F,G
9.0,7403682,5265050,5381709,4543236,4834968,5258400,7247955
18.0,7964814,5479950,5653086,4814820,4954752,5593623,7731867
26.0,8247525,6001850,5989530,4895688,5107932,5979239,7999563
