,1,10,18,21,24,3,4,5,7
8.0,6063,6066,6086,6052,6086,6066,6137,6086,7040
11.0,6177,6181,6201,6166,6201,6181,6253,6201,7089
15.0,6333,6337,6358,6322,6358,6337,6410,6358,7263
