,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層1,6.0,低層,1,3852510,13710,281,378,3,KCSW
15.0/F中層1,15.0,中層,1,3918826,13946,281,367,3,KCSW
24.0/F高層1,24.0,高層,1,4072252,14492,281,377,3,KCSW
6.0/F低層2,6.0,低層,2,3609856,14101,256,353,4,KCSW
15.0/F中層2,15.0,中層,2,3648768,14253,256,378,4,KCSW
24.0/F高層2,24.0,高層,2,3858688,15073,256,363,4,KCSW
6.0/F低層3,6.0,低層,3,3884741,13727,283,365,4,KCSW
15.0/F中層3,15.0,中層,3,3927474,13878,283,394,4,KCSW
24.0/F高層3,24.0,高層,3,4051721,14951,271,376,4,KCSW
6.0/F低層4,6.0,低層,4,3942756,13932,283,346,3,KCSW
15.0/F中層4,15.0,中層,4,4007846,14162,283,352,3,KCSW
24.0/F高層4,24.0,高層,4,4219813,14911,283,330,3,KCSW
6.0/F低層5,6.0,低層,5,3676160,14360,256,397,4,KCSW
15.0/F中層5,15.0,中層,5,3662336,14306,256,389,4,KCSW
24.0/F高層5,24.0,高層,5,3866368,15103,256,352,4,KCSW
6.0/F低層6,6.0,低層,6,3360760,11960,281,325,3,KCSW
15.0/F中層6,15.0,中層,6,3567857,12697,281,361,3,KCSW
24.0/F高層6,24.0,高層,6,3760904,13384,281,352,3,KCSW
