,1,10,11,12,13,14,16,17,18,19,2,20,21,22,23,24,3,4,5,6,6-7,67,7,8,9
5.0,450,410,405,410,600,415,455,485,410,410,370,410,410,410,380,490,370,365,375,375,410,710,410,410,410
8.0,450,410,405,410,600,415,455,485,410,410,370,410,410,410,380,490,370,365,375,375,410,710,410,410,410
10.0,450,410,405,410,600,415,455,370,315,410,370,410,410,410,380,490,370,365,305,375,410,710,410,410,410
