,1,10,11,13,14,15,16,2,3,4,6,7,8
3.0,9086,8852,8955,8990,8749,8625,9086,8955,8941,8642,8650,8626,9086
8.0,9352,9117,9204,9304,8899,8899,9352,9204,9204,8917,8923,8899,9352
12.0,9574,9337,9424,9564,9121,9121,9574,9424,9424,9141,9145,9121,9574
