,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
7.0,5609,5466,5505,5676,5651,5699,5530,5554,5448,5389,5506,5624,5513,5532,5780,5751,5618,5539
20.0,5879,5766,5896,5964,5899,5659,5853,5936,5722,5865,5811,5872,5918,5829,6091,6110,5944,5806
33.0,6171,5950,6124,6067,6057,5832,6161,6105,5924,6051,6046,6097,6111,5970,6324,6266,6242,6013
