,1,2,3,4,5,6,7
3.0,3236350,2913570,2923707,3268798,3498940,3149400,2890080
6.0,3300908,3335400,3156858,3461796,3568640,3211664,3142476
9.0,3376620,3440694,3223566,3396224,3637110,3272480,3208572
