,1,12,13,14,15,2,3,4,5,6,7,8,9
3.0,6603142,5335488,5375680,4271553,4271553,6152682,6164622,5335488,5390181,4238520,4284423,5769946,6668753
8.0,6815263,5505939,5505939,4407975,4407975,6350886,6362229,5505939,5562756,4374084,4425135,6882785,6882785
12.0,6986616,5646654,5646654,4519515,4519515,6511479,6523419,5646654,5704533,4484337,4540107,7056049,7056049
