,A,B,C,D,E,F,G,H
2.0,7033200,4252570,4143945,7033200,5148960,5148960,5700150,4581650
5.0,7181400,4338285,4189370,7181400,4162560,5254080,5816750,4674530
8.0,7330800,4424000,4311820,7330800,5359680,5359680,5934410,4767410
