,A,B,C,D,E,F,G,H,J
8.0,13142466,13390728,8844132,9022311,8844615,8498270,8512280,8762760,8845430
18.0,14665191,14427723,9621920,9624905,9438819,9080676,9888405,9087980,9635495
28.0,15672888,15409977,10242892,10225990,10030488,9655998,9800535,9675800,9919220
