,1,10,11,12,13,14,16,17,18,19,2,20,21,22,23,24,3,4,5,6,6-7,67,7,8,9
5.0,5056650,4586260,4494690,4596920,7336200,4233000,5114200,5460615,4596920,4596920,4189140,4571090,4608810,4596920,4256760,5518380,4065190,4139830,4238250,4238250,4596920,9142670,4596920,4596920,4524350
8.0,5148450,3604310,4468365,4680970,7467000,3708855,5207475,5559555,4680970,4680970,4264620,4706800,4692860,4680970,4333140,4309550,4162870,4214290,4314750,4314750,4680970,9304550,4680970,4680970,4497290
10.0,5061600,3644900,4522230,4601020,7555200,3757410,5119205,4192470,3697785,4601020,4192470,3660480,4629310,4601020,4273860,4365900,4164720,4143115,3592595,4241625,4601020,9413890,4601020,4601020,4474330
