,subjFloor,floorLv,unitNo,price,npsf,nfa
3.0/F低層A,3.0,低層,A,4107948,9294,442
6.0/F中層A,6.0,中層,A,4186624,9472,442
10.0/F高層A,10.0,高層,A,4291378,9709,442
3.0/F低層B,3.0,低層,B,4042940,8789,460
6.0/F中層B,6.0,中層,B,4360800,9480,460
10.0/F高層B,10.0,高層,B,4360688,9712,449
3.0/F低層C,3.0,低層,C,4278920,9302,460
6.0/F中層C,6.0,中層,C,4360800,9480,460
10.0/F高層C,10.0,高層,C,4133478,9703,426
3.0/F低層D,3.0,低層,D,6033840,9732,620
6.0/F中層D,6.0,中層,D,6149160,9918,620
10.0/F高層D,10.0,高層,D,6302920,10166,620
3.0/F低層E,3.0,低層,E,5031026,9334,539
6.0/F中層E,6.0,中層,E,5126968,9512,539
10.0/F高層E,10.0,高層,E,5235213,9749,537
3.0/F低層F,3.0,低層,F,5601728,9592,584
6.0/F中層F,6.0,中層,F,5708600,9775,584
10.0/F高層F,10.0,高層,F,5851680,10020,584
3.0/F低層G,3.0,低層,G,5601728,9592,584
6.0/F中層G,6.0,中層,G,5708600,9775,584
10.0/F高層G,10.0,高層,G,4971542,9398,529
3.0/F低層H,3.0,低層,H,4801860,9324,515
6.0/F中層H,6.0,中層,H,4893530,9502,515
10.0/F高層H,10.0,高層,H,5016100,9740,515
3.0/F低層J,3.0,低層,J,4754220,9322,510
6.0/F中層J,6.0,中層,J,4845000,9500,510
10.0/F高層J,10.0,高層,J,4966380,9738,510
3.0/F低層K,3.0,低層,K,3616981,9697,373
6.0/F中層K,6.0,中層,K,3686359,9883,373
10.0/F高層K,10.0,高層,K,3814863,10119,377
3.0/F低層L,3.0,低層,L,3695468,9674,382
6.0/F中層L,6.0,中層,L,3766138,9859,382
10.0/F高層L,10.0,高層,L,3860492,10106,382
3.0/F低層M,3.0,低層,M,3862536,9467,408
6.0/F中層M,6.0,中層,M,3938016,9652,408
10.0/F高層M,10.0,高層,M,4037568,9896,408
