,0
1997-1,100.0
1997-2,104.03162357406362
1997-3,113.31053169557353
1997-4,116.6257230541423
1997-5,117.80780789482304
1997-6,127.3789080127787
1997-7,120.21473652853125
1997-8,114.87771801265083
1997-9,120.7902001568714
1997-10,126.39118830980165
1997-11,125.48306567029354
1997-12,121.91226974232406
1998-1,101.63126298220114
1998-2,85.72620934119477
1998-3,95.53569651252042
1998-4,96.35336766681382
1998-5,92.69523668016545
1998-6,64.79055423158059
1998-7,0.0
1998-8,inf
1998-9,0.0
1998-10,0.0
1998-11,inf
1998-12,0.0
1999-1,inf
1999-2,73.3189534861345
1999-3,inf
1999-4,inf
1999-5,0.0
1999-6,inf
1999-7,inf
1999-8,0.0
1999-9,inf
1999-10,0.0
1999-11,0.0
1999-12,inf
2000-1,0.0
2000-2,inf
2000-3,0.0
2000-4,0.0
2000-5,inf
2000-6,inf
2000-7,inf
2000-8,0.0
2000-9,0.0
2000-10,0.0
2000-11,inf
2000-12,0.0
2001-1,inf
2001-2,0.0
2001-3,inf
2001-4,inf
2001-5,inf
2001-6,0.0
2001-7,inf
2001-8,0.0
2001-9,inf
2001-10,inf
2001-11,inf
2001-12,inf
2002-1,0.0
2002-2,0.0
2002-3,0.0
2002-4,inf
2002-5,0.0
2002-6,inf
2002-7,0.0
2002-8,inf
2002-9,inf
2002-10,inf
2002-11,0.0
2002-12,47.675354758550206
2003-1,inf
2003-2,0.0
2003-3,inf
2003-4,inf
2003-5,42.789552386121386
2003-6,inf
2003-7,inf
2003-8,0.0
2003-9,inf
2003-10,inf
2003-11,0.0
2003-12,inf
2004-1,inf
2004-2,0.0
2004-3,inf
2004-4,0.0
2004-5,inf
2004-6,0.0
2004-7,0.0
2004-8,0.0
2004-9,0.0
2004-10,55.92007090108817
2004-11,0.0
2004-12,inf
2005-1,0.0
2005-2,inf
2005-3,inf
2005-4,inf
2005-5,0.0
2005-6,inf
2005-7,inf
2005-8,69.37334951199476
2005-9,inf
2005-10,inf
2005-11,0.0
2005-12,inf
2006-1,0.0
2006-2,0.0
2006-3,0.0
2006-4,inf
2006-5,inf
2006-6,inf
2006-7,70.9463501850602
2006-8,88.00022806249073
2006-9,71.11527166896433
2006-10,75.18842717311894
2006-11,75.54866130784212
2006-12,65.87622276268388
2007-1,70.82164602926623
2007-2,73.27225838822629
2007-3,76.28777251470473
2007-4,70.20377676906352
2007-5,66.9659191501849
2007-6,73.82420091383484
2007-7,76.4575206634082
2007-8,75.59726144368449
2007-9,80.99555229563738
2007-10,76.51566264958387
2007-11,81.32943066078319
2007-12,86.79868863254953
2008-1,85.90846342563786
2008-2,88.72395990846957
2008-3,88.79318203442918
2008-4,85.90536337914095
2008-5,95.00099146542628
2008-6,89.59779042579899
2008-7,87.23773076648449
2008-8,83.83414326605833
2008-9,85.8275968413522
2008-10,85.78908085475877
2008-11,74.46724483119182
2008-12,68.4289267053906
2009-1,76.99199941832124
2009-2,72.95438487799886
2009-3,79.47861769152779
2009-4,78.42444185677806
2009-5,89.82609910374144
2009-6,86.77226785588759
2009-7,85.29859440759087
2009-8,89.31089398495621
2009-9,83.17909446582348
2009-10,97.64162046396933
2009-11,88.9955705108772
2009-12,101.08254575057103
2010-1,86.67881568379396
2010-2,92.79484773259144
2010-3,103.08097471689435
2010-4,95.65216527844143
2010-5,99.35281172544754
2010-6,89.95921964739453
2010-7,98.29621805356027
2010-8,105.83779821850298
2010-9,104.58733289160666
2010-10,117.6490952891857
2010-11,107.29572196459279
2010-12,107.43699636526883
2011-1,111.4214769984521
2011-2,112.06693646482331
2011-3,113.47589948642229
2011-4,114.68314739985408
2011-5,123.68373435831488
2011-6,130.33874661062964
2011-7,142.00370984868934
2011-8,137.0594017064878
2011-9,108.54496506669653
2011-10,117.9656500673541
2011-11,82.82934108254616
2011-12,102.36040654399892
2012-1,116.0678705923053
2012-2,120.4288344410251
2012-3,110.1263317769226
2012-4,119.49334996517112
2012-5,134.2506243722607
2012-6,128.11332142909833
2012-7,115.08071712741967
2012-8,122.10828454984146
2012-9,128.42778142621782
2012-10,126.19421195913122
2012-11,129.27532956308568
2012-12,125.06434826963711
2013-1,137.55563367646243
2013-2,144.70308095302116
2013-3,128.9935200448698
2013-4,134.62938985750233
2013-5,131.8365219137153
2013-6,141.95255477291335
2013-7,125.94492042580514
2013-8,116.88300098771715
2013-9,119.7642663706574
2013-10,125.17356705803016
2013-11,136.84867290921827
2013-12,119.92149724966762
2014-1,200.33486036581786
2014-2,129.19252070832496
2014-3,126.63337896175872
2014-4,135.4776610710932
2014-5,119.1781879172364
2014-6,125.41700988389677
2014-7,138.82980660007703
2014-8,145.57187665346135
2014-9,148.89648903374683
2014-10,138.96206013566942
2014-11,156.36858478756764
2014-12,145.71978452376553
2015-1,140.99545266142323
2015-2,151.89135034381
2015-3,143.5162553596372
2015-4,163.73654648743656
2015-5,155.15694994290405
2015-6,147.16017409611172
2015-7,161.84750250887444
2015-8,170.20425600374608
2015-9,157.1964021859336
2015-10,151.955746483236
2015-11,150.3310252954163
2015-12,142.6179853564188
2016-1,149.05855937423075
2016-2,153.19254912502143
2016-3,139.2984382488743
2016-4,178.50990286585167
2016-5,150.2723620698556
2016-6,143.33324505104997
2016-7,161.0962096132373
2016-8,157.7779351387665
2016-9,162.99655279982932
2016-10,159.21235841079582
2016-11,156.37260342378016
2016-12,148.09764116457686
2017-1,161.93228134621614
2017-2,168.62118655106718
2017-3,156.8511024370509
2017-4,171.8031714163011
2017-5,163.69714788569672
