,A,B,C,D,E,F,G,H
15.0,17877860,22985171,11818400,9505852,9676662,10674640,12209440,10883920
30.0,19367006,28396067,11180660,11365477,11616182,12255400,14108945,11873781
55.0,24345540,32412387,13623620,12454253,12949602,13733240,15443325,11973780
