,1,2,3,4,5,6,7,8
7.0,12228,12575,12725,12507,12564,12314,12238,12615
18.0,12825,13416,13413,13221,13018,13082,13138,13072
29.0,13545,14134,13954,13796,13609,13702,13803,13665
