,A,B,C,D,E,F,G,H
8.0,11649946,12464760,9782374,9407552,11697360,11413335,12202310,11620656
22.0,12382468,10456080,10317270,10132696,12180144,11991665,12880300,10379856
35.0,11906104,11065600,10462910,10694264,12134272,12724015,13310650,12134272
