,13,14,15,18,19,2,20,22,24,26,32,34,5,7,9
9.0,5609,5716,5662,5750,5750,5716,5736,5716,5750,5716,5743,6100,5743,5861,5738
19.0,5874,6338,5922,6339,5713,6401,6316,6338,6366,6338,6358,6395,5852,6394,6315
29.0,5969,6626,6185,6627,6655,6664,6602,6626,6655,6626,6646,6686,6646,6683,6602
