,A,B,C,D,E,F,G,H
6.0,5472725,5195464,4201575,5498731,5442432,4264457,5138504,5455452
13.0,5721970,5249576,4446170,5732361,5621760,4381203,5307604,5605205
20.0,7616795,5549328,3977915,5917733,5817984,4588064,5562500,5821600
