,A,B,C,D,E,F,G,H
7.0,10957398,10977148,11170068,10102260,8954400,8800286,8880410,9064200
18.0,11118230,11262076,11464642,10375818,9219600,9137778,9140813,9610200
29.0,11406866,11792606,11831190,10935140,9711000,9732638,9751455,9610200
