,A,B,C,D,E,F,G,H,J,K
7.0,10538,10534,10534,10538,9976,10074,10534,10318,9940,10073
19.0,11252,11248,11248,11167,10748,10777,11248,10954,10641,10781
30.0,11854,11849,11849,11854,11322,11356,11849,11532,11214,11346
